"Date","Home","HG","HxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","HxGpPlayer xGoals","Away","AG","AxGtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","AxGpPlayer xGoals","GDGoal Difference (Own goals excluded.)","xGDtTeam xGoals (Conditional probabilities are applied to ensure the xGoals value of a single possession never exceeds 1.)","xGDpPlayer xGoals","FinalFinal Score (Own goals included.)","HxPtsExpected points earned, given the same sample of shots over 1,000 simulations.","AxPtsExpected points earned, given the same sample of shots over 1,000 simulations."
"2019-06-22","CIN","0","0.4938","0.4938","LAG","2","1.9188","2.1334","-2","-1.4249","-1.6396","-2","0.442","2.368"
"2019-06-22","CHI","1","0.3253","0.3253","RSL","1","1.1062","1.1062","0","-0.7808","-0.7808","0","0.498","2.253"
"2019-06-22","VAN","2","2.72","2.8049","COL","2","2.3164","2.4095","0","0.4036","0.3954","0","1.56","1.197"
"2019-06-23","CLB","0","1.034","1.0404","SKC","1","2.052","2.2835","-1","-1.018","-1.2431","-1","0.666","2.127"
"2019-06-26","TOR","3","2.5379","2.5406","ATL","2","2.9684","2.9689","1","-0.4304","-0.4283","1","1.079","1.679"
"2019-06-26","FCD","2","2.197","2.2131","VAN","2","0.8496","0.8528","0","1.3474","1.3603","0","2.247","0.582"
"2019-06-26","DCU","1","0.8647","0.8647","ORL","0","1.4812","1.5723","1","-0.6165","-0.7076","1","0.896","1.856"
"2019-06-26","MTL","2","1.0751","1.0802","POR","1","1.2167","1.2167","1","-0.1416","-0.1365","1","1.205","1.487"
"2019-06-26","NER","1","1.4809","1.4815","PHI","1","1.6193","1.6193","0","-0.1384","-0.1377","0","1.226","1.502"
"2019-06-26","SJE","2","2.1289","2.1309","HOU","0","0.7271","0.7271","2","1.4018","1.4038","2","2.36","0.44"
"2019-06-28","NYRB","3","1.47","1.4712","CHI","1","3.0109","3.0243","2","-1.5408","-1.5531","2","0.577","2.248"
"2019-06-28","COL","1","0.4864","0.4917","LAFC","0","0.9277","0.9289","1","-0.4412","-0.4372","1","0.91","1.741"
"2019-06-29","NER","2","2.2965","2.3051","HOU","1","0.7791","0.7791","1","1.5174","1.526","1","2.371","0.439"
"2019-06-29","MIN","7","3.7959","3.8428","CIN","1","0.3693","0.3693","6","3.4265","3.4735","6","2.945","0.032"
"2019-06-29","ATL","2","1.2337","1.2611","MTL","1","1.5716","1.592","1","-0.3379","-0.331","1","1.057","1.666"
"2019-06-29","NYC","4","3.1621","3.1621","PHI","2","0.8928","0.8928","2","2.2693","2.2693","2","2.77","0.163"
"2019-06-29","CLB","0","1.2114","1.2114","ORL","2","0.3379","0.3379","-2","0.8735","0.8735","-2","2.244","0.477"
"2019-06-29","DCU","1","1.4467","1.4467","TOR","1","1.1764","1.2713","0","0.2703","0.1754","0","1.585","1.102"
"2019-06-29","SJE","3","1.5812","1.5832","LAG","0","0.9534","0.9569","3","0.6278","0.6263","3","1.909","0.859"
"2019-06-29","RSL","2","1.5418","1.5572","SKC","0","0.5651","0.5651","2","0.9767","0.9921","2","2.219","0.545"
"2019-06-29","SEA","1","1.6959","1.7029","VAN","0","0.962","0.962","1","0.7339","0.7409","1","1.951","0.799"
"2019-06-30","POR","1","1.2878","1.2878","FCD","0","1.4366","1.4383","1","-0.1487","-0.1505","1","1.243","1.507"
"2019-07-03","HOU","4","1.8808","1.9019","NYRB","0","0.6975","0.7083","4","1.1832","1.1936","4","2.298","0.519"
"2019-07-03","SKC","1","3.6696","3.9526","LAFC","5","1.9042","1.9042","-4","1.7654","2.0484","-4","2.33","0.518"
"2019-07-03","ORL","1","1.2801","1.284","PHI","3","2.209","2.3066","-2","-0.9289","-1.0225","-2","0.85","1.93"
"2019-07-03","MIN","3","1.7159","1.7159","SJE","1","2.2275","2.2551","2","-0.5117","-0.5392","2","1.103","1.685"
"2019-07-03","NYC","3","1.9489","2.0809","SEA","0","0.5963","0.5994","3","1.3526","1.4815","3","2.411","0.416"
"2019-07-03","CHI","5","3.9071","4.0222","ATL","1","0.9266","0.9266","4","2.9805","3.0957","4","2.863","0.088"
"2019-07-03","RSL","1","1.3997","1.3997","CLB","0","0.7257","0.7257","1","0.6739","0.6739","1","1.939","0.772"
"2019-07-04","COL","1","1.8963","1.9193","NER","2","0.9779","0.9823","-1","0.9185","0.937","-1","2.049","0.732"
"2019-07-04","FCD","2","2.7801","2.8344","DCU","0","0.489","0.489","2","2.2911","2.3454","2","2.751","0.159"
"2019-07-04","LAG","2","1.3218","1.3331","TOR","0","1.0971","1.0971","2","0.2246","0.2359","2","1.497","1.188"
"2019-07-06","SKC","1","2.1191","2.1191","CHI","0","0.3409","0.3409","1","1.7783","1.7783","1","2.668","0.205"
"2019-07-06","CIN","3","1.3397","1.3397","HOU","1","2.2927","2.2936","2","-0.953","-0.9539","1","0.762","2.049"
"2019-07-06","LAFC","5","2.8884","2.9816","VAN","1","0.3547","0.3688","4","2.5337","2.6128","5","2.8","0.13"
"2019-07-06","CLB","1","2.0285","2.0285","SEA","2","1.6108","1.6115","-1","0.4177","0.417","-1","1.696","1.012"
"2019-07-06","MTL","2","1.2195","1.2195","MIN","3","1.6278","1.6278","-1","-0.4083","-0.4083","-1","0.999","1.746"
"2019-07-06","SJE","1","0.8284","0.8392","RSL","0","1.1528","1.1586","1","-0.3243","-0.3194","1","1.04","1.634"
"2019-07-07","PHI","2","1.5135","1.5135","ORL","2","1.2568","1.2825","0","0.2567","0.231","0","1.596","1.107"
"2019-07-07","ATL","3","1.6472","1.6472","NYRB","3","1.055","1.055","0","0.5922","0.5922","0","1.796","0.926"
"2019-07-07","NYC","0","1.2303","1.2303","POR","1","0.5904","0.5924","-1","0.6398","0.6379","-1","1.927","0.778"
"2019-07-12","LAG","1","0.743","0.743","SJE","3","2.1906","2.2565","-2","-1.4477","-1.5136","-2","0.468","2.334"
"2019-07-12","HOU","1","2.1547","2.1655","LAFC","3","1.271","1.2747","-2","0.8836","0.8909","-2","2.053","0.727"
"2019-07-12","DCU","2","1.8218","1.8218","NER","2","1.243","1.3482","0","0.5787","0.4736","0","1.803","0.954"
"2019-07-13","ORL","1","0.7674","0.7674","CLB","0","0.7173","0.7173","1","0.0502","0.0502","1","1.376","1.241"
"2019-07-13","CHI","1","3.3495","3.3495","CIN","2","1.1417","1.1417","-1","2.2078","2.2078","-1","2.75","0.173"
"2019-07-13","MTL","0","1.2462","1.2528","TOR","2","1.2573","1.2761","-2","-0.0111","-0.0233","-2","1.378","1.351"
"2019-07-13","MIN","1","1.65","1.6706","FCD","0","1.5075","1.511","1","0.1425","0.1596","1","1.535","1.172"
"2019-07-13","RSL","4","1.4818","1.4818","PHI","0","0.1555","0.1555","4","1.3263","1.3263","4","2.479","0.304"
"2019-07-13","VAN","0","0.7174","0.7174","SKC","2","2.2849","2.3095","-2","-1.5675","-1.5921","-3","0.384","2.457"
"2019-07-13","POR","1","1.6028","1.6028","COL","2","1.6407","1.7718","-1","-0.038","-0.169","0","1.36","1.36"
"2019-07-14","SEA","2","3.093","3.093","ATL","1","0.9122","0.9122","1","2.1808","2.1808","1","2.628","0.27"
"2019-07-14","NYRB","2","1.6089","1.6866","NYC","1","0.9515","0.9515","1","0.6574","0.7351","1","1.975","0.739"
"2019-07-17","TOR","3","2.1126","2.1126","NYRB","1","2.2934","2.2989","2","-0.1808","-0.1863","2","1.208","1.559"
"2019-07-17","ATL","5","2.7301","2.7301","HOU","0","0.1671","0.1671","5","2.563","2.563","5","2.882","0.068"
"2019-07-17","NER","4","2.8872","2.9546","VAN","0","1.2178","1.2178","4","1.6694","1.7367","4","2.399","0.443"
"2019-07-17","CHI","2","1.5599","1.5711","CLB","2","0.9095","0.9147","0","0.6504","0.6564","0","1.828","0.889"
"2019-07-18","POR","1","1.8984","1.9011","ORL","1","0.2191","0.2191","0","1.6793","1.682","0","2.53","0.286"
"2019-07-18","CIN","1","1.3467","1.3848","DCU","4","1.4444","1.4458","-3","-0.0976","-0.0609","-3","1.198","1.465"
"2019-07-19","LAG","3","0.9713","1.0023","LAFC","2","2.2254","2.2254","1","-1.2541","-1.2232","1","0.536","2.264"
"2019-07-20","COL","1","1.488","1.488","NYC","2","2.9234","2.996","-1","-1.4354","-1.508","-1","0.537","2.298"
"2019-07-20","VAN","1","0.5332","0.5332","SJE","3","2.6137","2.643","-2","-2.0805","-2.1098","-2","0.231","2.664"
"2019-07-20","SKC","0","1.2864","1.2864","FCD","2","1.2851","1.2851","-2","0.0013","0.0013","-2","1.332","1.404"
"2019-07-20","CLB","2","1.0528","1.0528","MTL","1","1.07","1.2008","1","-0.0172","-0.148","1","1.305","1.404"
"2019-07-20","PHI","2","1.1256","1.1283","CHI","0","0.7418","0.7439","2","0.3838","0.3844","2","1.684","1.003"
"2019-07-20","TOR","1","2.0341","2.1265","HOU","3","1.2557","1.2557","-2","0.7783","0.8708","-2","1.87","0.889"
"2019-07-20","RSL","1","0.5061","0.5061","MIN","1","1.0012","1.0427","0","-0.4952","-0.5366","0","0.698","1.991"
"2019-07-21","CIN","0","0.8647","0.8812","NER","2","1.8769","1.9062","-2","-1.0122","-1.025","-2","0.627","2.157"
"2019-07-21","ATL","2","3.0022","3.0022","DCU","0","0.9733","0.9733","2","2.0289","2.0289","2","2.651","0.236"
"2019-07-21","ORL","0","1.3301","1.4496","NYRB","1","1.7384","1.7384","-1","-0.4083","-0.2888","-1","1.027","1.729"
"2019-07-21","SEA","1","2.7854","2.7854","POR","2","2.3447","2.4609","-1","0.4406","0.3245","-1","1.721","1.055"
"2019-07-26","NYC","3","1.9264","1.9301","SKC","1","2.052","2.0702","2","-0.1256","-0.14","2","1.344","1.374"
"2019-07-26","LAFC","4","2.0492","2.0492","ATL","2","1.3725","1.3725","2","0.6768","0.6768","1","1.874","0.884"
"2019-07-27","MTL","4","2.0126","2.0126","PHI","0","0.8227","0.8255","4","1.1899","1.1871","4","2.372","0.443"
"2019-07-27","HOU","0","1.1154","1.1187","SEA","1","1.2313","1.2313","-1","-0.1158","-0.1126","-1","1.209","1.443"
"2019-07-27","NYRB","2","2.0621","2.0621","CLB","3","1.6682","1.7177","-1","0.3939","0.3444","-1","1.705","1.06"
"2019-07-27","NER","4","2.3803","2.5976","ORL","1","2.1326","2.134","3","0.2476","0.4636","3","1.517","1.244"
"2019-07-27","SJE","2","1.6267","1.6279","COL","1","1.283","1.283","1","0.3437","0.3449","2","1.58","1.172"
"2019-07-27","MIN","0","1.5862","1.5934","VAN","0","0.3448","0.3486","0","1.2414","1.2447","0","2.404","0.391"
"2019-07-27","TOR","2","0.8045","0.8107","CIN","1","0.695","0.695","1","0.1095","0.1157","1","1.423","1.237"
"2019-07-27","POR","4","2.4781","2.5408","LAG","0","2.1931","2.2415","4","0.2849","0.2993","4","1.486","1.297"
"2019-07-27","CHI","0","1.9586","2.0473","DCU","0","0.5712","0.5724","0","1.3874","1.4749","0","2.432","0.383"
"2019-07-27","FCD","0","0.5785","0.5785","RSL","0","0.9619","0.9627","0","-0.3833","-0.3842","0","1.005","1.629"
"2019-08-03","HOU","0","0.6835","0.6906","CHI","1","1.629","3.1938","-1","-0.9455","-2.5032","-1","0.637","2.143"
"2019-08-03","ORL","2","1.3491","1.3642","FCD","0","0.6167","0.6167","2","0.7324","0.7475","2","2.061","0.654"
"2019-08-03","NYRB","1","3.1547","3.2429","TOR","0","0.8946","0.9178","1","2.2601","2.3251","2","2.663","0.227"
"2019-08-03","CIN","1","1.3875","1.4572","VAN","2","1.1105","1.1105","-1","0.277","0.3467","-1","1.602","1.062"
"2019-08-03","ATL","1","2.6283","2.7711","LAG","0","0.9279","0.9279","1","1.7004","1.8432","3","2.453","0.401"
"2019-08-03","NER","0","0.5458","0.5458","LAFC","2","3.0929","3.0929","-2","-2.5472","-2.5472","-2","0.128","2.81"
"2019-08-03","COL","5","2.4311","2.4311","MTL","2","1.7272","1.7289","3","0.7039","0.7022","3","1.889","0.884"
"2019-08-03","RSL","3","1.3109","1.3278","NYC","1","0.7938","0.7938","2","0.517","0.5339","2","1.796","0.896"
"2019-08-03","SJE","1","2.3798","2.4139","CLB","1","1.2653","1.2653","0","1.1145","1.1486","0","2.141","0.671"
"2019-08-04","DCU","1","1.8154","1.8596","PHI","5","3.1931","3.3426","-4","-1.3777","-1.483","-4","0.591","2.205"
"2019-08-04","MIN","1","1.8963","1.9177","POR","0","1.0651","1.0755","1","0.8312","0.8421","1","2.02","0.73"
"2019-08-04","SEA","2","1.4095","1.4216","SKC","3","1.5625","1.5663","-1","-0.153","-0.1447","-1","1.261","1.468"
"2019-08-08","NYC","3","3.7066","3.9944","HOU","2","0.3926","0.3933","1","3.314","3.6011","1","2.887","0.067"
"2019-08-10","COL","2","0.9713","0.9713","SJE","1","1.972","1.9768","1","-1.0007","-1.0055","1","0.621","2.184"
"2019-08-10","CLB","2","2.7031","2.7132","CIN","2","0.7618","0.7618","0","1.9413","1.9514","0","2.582","0.293"
"2019-08-10","POR","3","1.8184","1.8292","VAN","1","1.2153","1.2159","2","0.603","0.6133","2","1.775","0.959"
"2019-08-10","SEA","3","2.7754","2.8119","NER","3","2.2476","2.2476","0","0.5278","0.5643","0","1.639","1.132"
"2019-08-10","TOR","1","1.3546","1.3681","ORL","1","0.5726","0.5726","0","0.7819","0.7955","0","2.028","0.684"
"2019-08-10","FCD","5","2.9731","2.9743","MIN","3","1.7227","1.8653","2","1.2504","1.109","2","2.171","0.644"
"2019-08-10","SKC","1","1.566","1.566","RSL","2","1.2078","1.2332","-1","0.3582","0.3328","-1","1.647","1.062"
"2019-08-10","CHI","3","0.7487","0.7558","MTL","2","1.5929","1.5929","1","-0.8442","-0.8371","1","0.62","2.138"
"2019-08-11","DCU","2","1.0883","1.1207","LAG","1","2.8748","2.9117","1","-1.7866","-1.791","1","0.463","2.395"
"2019-08-11","PHI","2","0.8304","0.8394","HOU","1","0.8903","0.9002","1","-0.06","-0.0608","1","1.287","1.371"
"2019-08-11","ATL","2","2.7645","2.7645","NYC","1","1.0987","1.0987","1","1.6659","1.6659","1","2.429","0.41"
"2019-08-11","LAFC","4","2.9823","2.9823","NYRB","2","1.691","1.691","2","1.2913","1.2913","2","2.186","0.626"
"2019-08-14","LAG","2","1.5061","1.5061","FCD","0","1.1898","1.1903","2","0.3163","0.3159","2","1.669","1.054"
"2019-08-14","ORL","1","1.1335","1.1349","SKC","0","1.5286","1.5367","1","-0.3951","-0.4018","1","1.084","1.663"
"2019-08-14","MIN","1","3.1601","3.2085","COL","0","0.4669","0.4669","1","2.6931","2.7415","1","2.832","0.105"
"2019-08-14","RSL","3","1.1396","1.1438","SEA","0","0.5492","0.5518","3","0.5904","0.592","3","1.854","0.834"
"2019-08-14","POR","3","2.0351","2.0351","CHI","2","0.3429","0.3429","1","1.6921","1.6921","1","2.575","0.271"
"2019-08-17","MTL","3","1.1435","1.1435","FCD","3","2.4925","2.6948","0","-1.349","-1.5513","0","0.56","2.27"
"2019-08-17","SKC","2","1.7932","1.8213","SJE","1","2.1766","2.1834","1","-0.3834","-0.3621","1","1.111","1.66"
"2019-08-17","NYRB","1","2.5941","2.6277","NER","1","0.6178","0.6178","0","1.9763","2.0099","0","2.613","0.258"
"2019-08-17","MIN","1","1.3486","1.3621","ORL","1","1.1353","1.1353","0","0.2133","0.2268","0","1.446","1.251"
"2019-08-17","LAG","2","1.8605","1.8605","SEA","1","2.8318","2.9781","1","-0.9713","-1.1176","0","0.834","1.965"
"2019-08-17","CIN","1","1.7768","1.7768","NYC","4","1.8756","1.9261","-3","-0.0988","-0.1493","-3","1.306","1.411"
"2019-08-17","CLB","2","1.618","1.618","TOR","2","0.8828","0.8828","0","0.7352","0.7352","0","1.945","0.793"
"2019-08-17","CHI","2","2.033","2.033","PHI","0","2.0524","2.1408","2","-0.0194","-0.1078","2","1.417","1.315"
"2019-08-17","HOU","2","2.1936","2.1976","COL","2","1.2827","1.2827","0","0.9109","0.915","0","2.036","0.758"
"2019-08-17","RSL","0","0.7634","0.7634","LAFC","2","2.8926","2.914","-2","-2.1292","-2.1507","-2","0.2","2.687"
"2019-08-17","VAN","1","0.5373","0.5373","DCU","0","1.8957","1.8959","1","-1.3584","-1.3586","1","0.453","2.355"
"2019-08-18","POR","0","1.1941","1.201","ATL","2","2.2956","2.5022","-2","-1.1014","-1.3013","-2","0.711","2.112"
"2019-08-21","NYC","1","2.1538","2.1596","CLB","0","1.2773","1.3016","1","0.8765","0.8581","1","1.947","0.831"
"2019-08-21","LAFC","4","3.4121","3.4806","SJE","0","1.8632","1.8888","4","1.5489","1.5918","4","2.346","0.501"
"2019-08-21","DCU","1","1.2854","1.2854","NYRB","2","2.678","2.6926","-1","-1.3926","-1.4072","-1","0.577","2.257"
"2019-08-22","SKC","1","1.1095","1.1095","MIN","0","0.7708","0.7761","1","0.3386","0.3333","1","1.641","1.041"
"2019-08-23","ORL","0","2.4316","2.4618","ATL","1","1.3451","1.3595","-1","1.0866","1.1023","-1","2.12","0.701"
"2019-08-23","POR","1","1.9909","1.9984","SEA","2","1.5282","1.5282","-1","0.4627","0.4702","-1","1.677","1.074"
"2019-08-24","SJE","3","3.7709","3.8779","VAN","1","0.1298","0.1298","2","3.6411","3.7481","2","2.949","0.03"
"2019-08-24","RSL","2","2.2643","2.3022","COL","0","2.0369","2.6739","2","0.2274","-0.3718","2","1.557","1.206"
"2019-08-24","TOR","2","1.5392","1.5392","MTL","1","0.4663","0.4723","1","1.073","1.067","1","2.264","0.494"
"2019-08-24","NER","2","1.5062","1.5062","CHI","1","0.5893","0.5905","1","0.9169","0.9158","1","2.239","0.52"
"2019-08-24","NYC","2","2.0052","2.0221","NYRB","1","0.8026","0.8026","1","1.2026","1.2195","1","2.353","0.442"
"2019-08-24","PHI","3","1.8807","1.8807","DCU","1","0.6116","0.6116","2","1.2691","1.2691","2","2.347","0.475"
"2019-08-25","FCD","5","3.5606","3.5606","HOU","1","1.946","1.9605","4","1.6147","1.6001","4","2.372","0.482"
"2019-08-25","LAFC","3","3.5756","3.6458","LAG","3","1.447","1.447","0","2.1287","2.1988","0","2.494","0.379"
"2019-08-25","CIN","1","1.5328","1.5328","CLB","3","1.5256","1.5256","-2","0.0072","0.0072","-2","1.293","1.428"
"2019-08-28","MTL","1","1.5656","1.5711","VAN","1","2.6249","2.7836","0","-1.0593","-1.2126","1","0.783","2.028"
"2019-08-31","FCD","3","2.294","2.6321","CIN","1","1.0103","1.0105","2","1.2836","1.6216","2","2.261","0.512"
"2019-08-31","MTL","0","1.7092","1.797","DCU","3","1.1708","1.1749","-3","0.5383","0.6221","-3","1.757","1.007"
"2019-08-31","VAN","1","1.0918","1.0926","NYC","3","1.4775","1.6297","-2","-0.3857","-0.5372","-2","1.046","1.703"
"2019-08-31","CLB","1","1.2755","1.2914","CHI","1","2.5953","2.7717","0","-1.3198","-1.4802","0","0.541","2.284"
"2019-08-31","POR","1","0.9987","0.9987","RSL","0","1.1161","1.1552","1","-0.1174","-0.1565","1","1.254","1.443"
"2019-08-31","NYRB","0","2.0857","2.0857","COL","2","1.6832","1.6832","-2","0.4026","0.4026","-2","1.62","1.134"
"2019-08-31","NER","1","1.7232","1.7232","TOR","1","2.1886","2.5027","0","-0.4654","-0.7795","0","1.078","1.687"
"2019-08-31","PHI","3","1.3619","1.3619","ATL","1","1.8385","1.8652","2","-0.4766","-0.5033","2","1.023","1.734"
"2019-08-31","SKC","1","1.3981","1.3981","HOU","0","1.263","1.263","1","0.1351","0.1351","1","1.518","1.182"
"2019-08-31","SJE","3","2.1576","2.2765","ORL","0","0.6184","0.6184","3","1.5392","1.6581","3","2.453","0.404"
"2019-09-01","SEA","4","2.0622","2.0622","LAG","3","1.9212","1.9377","1","0.141","0.1245","1","1.489","1.288"
"2019-09-01","LAFC","0","1.7358","1.7392","MIN","2","0.4705","0.4705","-2","1.2653","1.2687","-2","2.367","0.423"
"2019-09-07","ORL","2","1.092","1.0942","LAFC","2","1.3476","1.3476","0","-0.2556","-0.2533","0","1.095","1.608"
"2019-09-07","NYC","2","3.8264","3.8526","NER","1","0.5944","0.5944","1","3.2319","3.2582","1","2.901","0.063"
"2019-09-07","COL","2","2.228","2.2434","SEA","0","0.4259","0.4259","2","1.8021","1.8175","2","2.574","0.27"
"2019-09-07","CIN","1","1.2693","1.3039","TOR","5","1.3436","1.3534","-4","-0.0743","-0.0495","-4","1.345","1.339"
"2019-09-07","POR","2","2.3852","2.392","SKC","1","0.6448","0.6448","1","1.7404","1.7472","1","2.664","0.219"
"2019-09-11","NYC","1","0.6583","0.6583","TOR","1","3.0355","3.0355","0","-2.3772","-2.3772","0","0.147","2.784"
"2019-09-11","HOU","2","0.9574","0.9574","MIN","0","0.8652","0.866","2","0.0922","0.0913","2","1.463","1.208"
"2019-09-11","RSL","1","1.0361","1.0361","SJE","0","0.8604","0.8645","1","0.1757","0.1716","1","1.492","1.189"
"2019-09-11","COL","2","1.7123","1.7159","LAG","1","1.7578","1.7696","1","-0.0455","-0.0537","1","1.4","1.295"
"2019-09-14","NYC","2","1.541","1.6025","SJE","1","1.5736","1.5736","1","-0.0326","0.0289","1","1.281","1.455"
"2019-09-14","ORL","3","1.6068","1.7825","NER","2","1.223","1.2276","1","0.3837","0.5549","0","1.632","1.071"
"2019-09-14","CHI","4","2.6197","2.6229","FCD","0","1.0941","1.1264","4","1.5256","1.4964","4","2.433","0.405"
"2019-09-14","ATL","1","2.0241","2.0263","CLB","2","1.2261","1.259","-1","0.798","0.7674","-2","1.99","0.802"
"2019-09-14","MTL","0","1.8627","1.9332","CIN","1","0.7238","0.7377","-1","1.1389","1.1955","-1","2.252","0.536"
"2019-09-14","PHI","1","1.0207","1.0314","LAFC","1","2.2111","2.2521","0","-1.1903","-1.2207","0","0.601","2.185"
"2019-09-14","VAN","2","1.2312","1.2757","HOU","1","1.4878","1.4968","1","-0.2566","-0.2211","1","1.129","1.564"
"2019-09-15","LAG","7","3.7873","3.9052","SKC","2","2.6839","2.7523","5","1.1034","1.1529","5","2.013","0.825"
"2019-09-15","SEA","3","2.0022","2.0847","NYRB","2","0.7222","0.7222","1","1.28","1.3625","2","2.433","0.393"
"2019-09-15","TOR","3","2.8823","2.8823","COL","2","2.0889","2.1257","1","0.7934","0.7566","1","1.926","0.864"
"2019-09-15","MIN","3","2.5037","2.5055","RSL","1","1.2572","1.2637","2","1.2466","1.2417","2","2.23","0.556"
"2019-09-15","POR","0","1.0302","1.0354","DCU","0","0.6301","0.6301","0","0.4","0.4053","-1","1.58","1.058"
"2019-09-18","CIN","0","1.4576","1.4594","ATL","2","1.5714","1.5714","-2","-0.1138","-0.112","-2","1.264","1.447"
"2019-09-18","POR","0","1.6592","1.6592","NYRB","2","2.6934","2.8721","-2","-1.0342","-1.2128","-2","0.801","2.001"
"2019-09-18","SEA","0","1.433","1.433","FCD","0","0.4035","0.4063","0","1.0295","1.0267","0","2.25","0.498"
"2019-09-21","NER","0","1.6756","1.6985","RSL","0","0.6962","0.6962","0","0.9795","1.0023","0","2.096","0.662"
"2019-09-21","LAFC","1","2.435","2.4501","TOR","1","0.4883","0.4922","0","1.9466","1.9579","0","2.676","0.213"
"2019-09-21","ATL","3","2.1838","2.1944","SJE","0","1.1566","1.3475","3","1.0272","0.8469","2","2.067","0.72"
"2019-09-21","HOU","2","1.9851","1.9851","ORL","1","0.4723","0.4723","1","1.5128","1.5128","1","2.584","0.271"
"2019-09-21","LAG","2","2.9667","3.0857","MTL","1","1.4633","1.4763","1","1.5034","1.6094","1","2.29","0.553"
"2019-09-21","CIN","0","0.7245","0.7339","CHI","0","1.2672","1.2672","0","-0.5427","-0.5333","0","0.838","1.888"
"2019-09-21","VAN","1","1.1073","1.1073","CLB","1","1.9491","2.0033","0","-0.8418","-0.896","0","0.754","2.005"
"2019-09-21","SKC","1","1.4868","1.4972","COL","3","1.2709","1.2746","-2","0.2158","0.2226","-1","1.54","1.18"
"2019-09-22","POR","0","2.7756","2.9186","MIN","0","1.9127","1.9203","0","0.8629","0.9983","0","1.883","0.92"
"2019-09-22","DCU","2","1.6062","1.6081","SEA","0","1.2785","1.2797","2","0.3276","0.3284","2","1.672","1.045"
"2019-09-22","FCD","1","1.548","1.5516","NYC","1","1.1114","1.1147","0","0.4365","0.4369","0","1.65","1.089"
"2019-09-22","NYRB","2","2.332","2.3334","PHI","0","0.819","0.8468","2","1.513","1.4866","2","2.448","0.405"
"2019-09-25","RSL","1","1.0798","1.0811","LAG","2","1.4708","1.4838","-1","-0.3911","-0.4027","-1","1.064","1.682"
"2019-09-25","LAFC","3","1.8689","1.8851","HOU","0","1.0274","1.0274","3","0.8414","0.8576","2","2.031","0.726"
"2019-09-25","NYC","4","2.247","2.2648","ATL","1","1.3421","1.3421","3","0.905","0.9227","3","2.115","0.663"
"2019-09-25","MIN","2","2.0302","2.0312","SKC","1","2.2986","2.3028","1","-0.2685","-0.2716","1","1.266","1.506"
"2019-09-25","POR","2","2.52","2.5549","NER","2","2.7782","2.8022","0","-0.2582","-0.2473","0","1.333","1.45"
"2019-09-25","SJE","1","1.4451","1.4451","PHI","2","1.0566","1.0566","-1","0.3885","0.3885","-1","1.625","1.088"
"2019-09-29","CIN","1","1.304","1.3094","ORL","1","1.5785","1.5785","0","-0.2745","-0.2691","0","1.124","1.616"
"2019-09-29","NYRB","0","1.2649","1.2649","DCU","0","0.5704","0.5763","0","0.6946","0.6887","0","1.97","0.731"
"2019-09-29","SKC","2","1.8504","1.8746","POR","2","2.0114","2.0114","0","-0.1611","-0.1369","0","1.22","1.52"
"2019-09-29","LAG","3","2.8414","2.8768","VAN","4","2.0775","2.0954","-1","0.7639","0.7815","-1","1.832","0.965"
"2019-09-29","MIN","1","1.6825","1.7194","LAFC","1","1.7018","1.7018","0","-0.0194","0.0176","0","1.343","1.415"
"2019-09-29","CHI","2","2.001","2.001","TOR","2","1.6824","1.6824","0","0.3186","0.3186","0","1.584","1.158"
"2019-09-29","CLB","2","0.5988","0.5988","PHI","0","1.1555","1.1593","2","-0.5567","-0.5605","2","0.764","1.919"
"2019-09-29","MTL","1","1.1471","1.1471","ATL","1","1.1643","1.1643","0","-0.0172","-0.0172","0","1.42","1.294"
"2019-09-29","NER","2","1.3372","1.3372","NYC","0","1.5093","1.7258","2","-0.172","-0.3885","2","1.132","1.597"
"2019-09-29","COL","3","3.0676","3.2177","FCD","0","1.1696","1.1696","3","1.898","2.0481","3","2.501","0.362"
"2019-09-29","RSL","2","0.5198","0.5242","HOU","1","0.8302","0.8632","1","-0.3103","-0.3391","1","1.016","1.601"
"2019-09-29","SJE","0","2.5988","2.6814","SEA","1","1.0214","1.0214","-1","1.5773","1.66","-1","2.357","0.482"
"2019-10-06","ATL","3","1.8335","1.8912","NER","1","1.5123","1.5301","2","0.3211","0.361","2","1.616","1.16"
"2019-10-06","DCU","0","2.6932","2.7521","CIN","0","0.6052","0.6308","0","2.088","2.1213","0","2.612","0.26"
"2019-10-06","HOU","4","2.5649","2.6832","LAG","2","2.2216","2.2548","2","0.3433","0.4285","2","1.643","1.136"
"2019-10-06","LAFC","3","1.6422","1.6422","COL","1","1.21","1.21","2","0.4322","0.4322","2","1.757","0.98"
"2019-10-06","POR","3","1.7972","1.8716","SJE","1","0.8127","0.8303","2","0.9845","1.0414","2","2.084","0.668"
"2019-10-06","FCD","6","2.6644","2.673","SKC","0","0.6364","0.6364","6","2.028","2.0367","6","2.651","0.233"
"2019-10-06","ORL","2","2.9716","2.9763","CHI","4","2.2652","2.6199","-2","0.7064","0.3564","-3","1.773","1.032"
"2019-10-06","TOR","1","1.6106","1.6731","CLB","0","0.7627","0.7631","1","0.848","0.9101","1","2.104","0.655"
